Ria,Coast,RiaCoast,LocNumRiaCoast,LocNumCumulative,LocName,Latitude,Longitude,DistanceRiver_Absolute,DistanceRiver_Normalized,Rock_Type,Wave_Mean,Ascophyllum_Coverage,Barnacles_Coverage,Corallina_Presence,FabalisObtusata_Presence,Fucus_Coverage,Gibbula_Presence,Lichina_Coverage,Littorea_Presence,Melarhaphe_Presence,Mytilus_Coverage,Nucella_Presence,Pelvetia_Coverage,Phorcus_Presence,EcolPC1,EcolPC2,Cluster,SaxatilisDensity_Mean,SaxatilisDensity_SD,IndividualNumCumulative,IndividualNumLoc,IDCodeName,IDCodeNameColorMorph,ShellSculpture,ColorMorph,Scars,ShellLength,ShellThickness,CS,RW1,RW2,RW3,SculpturedShell,Lineata,Fulva,RW1_Z,RW2_Z,ShellLength_Z,ShellThickness_Rel
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,756,42,Pontevedra_North_Lourido_42,Pontevedra_North_Lourido_42_fusca,Rudis,Fusca,Present,8.6,0.382,1.506201554,0.038223829,0.019505109,0.030289157,0,0,0,0.653968202,0.530547739,0.767065549,-0.143357516
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,757,43,Pontevedra_North_Lourido_43,Pontevedra_North_Lourido_43_fusca,Rudis,Fusca,Absent,8.6,0.413,1.414118383,-0.027586143,-0.004283225,4.20E-05,0,0,0,-0.472178909,-0.116505647,0.767065549,-0.065330531
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,758,44,Pontevedra_North_Lourido_44,Pontevedra_North_Lourido_44_fusca,Rudis,Fusca,Absent,7.9,0.258,1.333647218,0.043469269,-0.027742488,0.013822609,0,0,0,0.743728719,-0.754608154,0.337642514,-0.476260341
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,759,45,Pontevedra_North_Lourido_45,Pontevedra_North_Lourido_45_lutea,Rudis,Lutea,Absent,9.9,0.334,1.559251456,0.01837995,0.025057996,-0.042827526,0,0,0,0.314397673,0.681588764,1.56456547,-0.376391132
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,760,46,Pontevedra_North_Lourido_46,Pontevedra_North_Lourido_46_lutea,Rudissima,Lutea,Absent,7.8,0.421,1.26442647,-0.004694686,-0.004608977,-0.029220368,0,0,0,-0.080457907,-0.125366248,0.276296366,0.02234952
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,761,47,Pontevedra_North_Lourido_47,Pontevedra_North_Lourido_47_lutea,Rudis,Lutea,Absent,7.7,0.339,1.174273348,-0.06031499,0.028575666,-0.06438093,0,0,0,-1.032238356,0.77727097,0.214950218,-0.18523128
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,762,48,Pontevedra_North_Lourido_48,Pontevedra_North_Lourido_48_lutea,Rudis,Lutea,Absent,7.3,0.259,1.142232617,-0.041316757,0.040916896,-0.051052044,0,0,0,-0.707138609,1.112957978,-0.030434373,-0.416980342
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,763,49,Pontevedra_North_Lourido_49,Pontevedra_North_Lourido_49_lutea,Rudis,Lutea,Absent,9.3,0.388,1.451385734,0.013930786,0.024371783,-0.044704001,0,0,0,0.238263114,0.662923461,1.196488583,-0.182667842
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,764,50,Pontevedra_North_Lourido_50,Pontevedra_North_Lourido_50_lutea,Rudis,Lutea,Absent,8.1,0.413,1.283366264,-0.002288258,0.025622071,-0.053315476,0,0,0,-0.03927886,0.696931858,0.46033481,-0.023311111
Pontevedra,North,PontevedraNorth,1,14,Lourido,42.421172,-8.680689,3483,0.06,Gneisses,0.75,0,3,0,0,5,0,0,1,0,0,0,5,0,-3.354388557,-0.473592815,WaveSheltered,11.7,7.57,765,51,Pontevedra_North_Lourido_51,Pontevedra_North_Lourido_51_lutea,Rudissima,Lutea,Present,9.2,0.386,1.491395401,-0.039524334,0.015541118,-0.020654124,0,0,0,-0.67646648,0.422725401,1.135142436,-0.180251797
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,766,1,Pontevedra_North_Chancela_1,Pontevedra_North_Chancela_1_fulva,Rudissima,Fulva,Absent,9.3,0.47,1.582117647,-0.03430957,-0.013194968,0.021531475,0,0,1,-0.587230894,-0.358909066,1.196488583,0.009059513
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,767,2,Pontevedra_North_Chancela_2,Pontevedra_North_Chancela_2_fulva,Rudis,Fulva,Absent,8.4,0.315,1.408440432,0.029676119,-0.018607086,0.012517905,0,0,1,0.507698896,-0.50612111,0.644373253,-0.319698498
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,768,3,Pontevedra_North_Chancela_3,Pontevedra_North_Chancela_3_fulva,Rudissima,Fulva,Absent,7.6,0.409,1.317846523,0.021644518,-0.024235988,0.020947242,0,0,1,0.370261301,-0.659229776,0.153604071,0.011654025
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,769,4,Pontevedra_North_Chancela_4,Pontevedra_North_Chancela_4_fulva,Rudis,Fulva,Absent,9.8,0.445,1.575835803,-0.006018375,0.01033377,-0.030582957,0,0,1,-0.103109012,0.281083193,1.503219322,-0.082335806
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,770,5,Pontevedra_North_Chancela_5,Pontevedra_North_Chancela_5_fulva,Rudis,Fulva,Absent,9,0.413,1.485062393,-0.015643046,0.001903795,-0.009130725,0,0,1,-0.267807386,0.05178408,1.01245014,-0.09722305
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,771,6,Pontevedra_North_Chancela_6,Pontevedra_North_Chancela_6_fulva,Rudis,Fulva,Absent,8.9,0.371,1.466770793,-0.004948887,-0.028023506,-0.000251184,0,0,1,-0.084807821,-0.76225197,0.951103992,-0.196630347
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,772,7,Pontevedra_North_Chancela_7,Pontevedra_North_Chancela_7_fulva,Rudis,Fulva,Absent,8.4,0.386,1.34261102,0.037947701,0.053799897,-0.047815926,0,0,1,0.649243071,1.463381401,0.644373253,-0.116433768
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,773,8,Pontevedra_North_Chancela_8,Pontevedra_North_Chancela_8_fulva,Rudis,Fulva,Present,9.4,0.559,1.617742371,0.060188913,0.019715896,0.030044263,0,0,1,1.029837012,0.536281241,1.257834731,0.17497339
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,774,9,Pontevedra_North_Chancela_9,Pontevedra_North_Chancela_9_fulva,Rudis,Fulva,Absent,8.2,0.394,1.38447809,0.008596773,-0.022727827,0.018850944,0,0,1,0.146986927,-0.618207119,0.521680957,-0.079015444
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,775,10,Pontevedra_North_Chancela_10,Pontevedra_North_Chancela_10_fulva,Rudis,Fulva,Present,9.5,0.379,1.531911851,-0.034205547,-0.034124636,-0.007043269,0,0,1,-0.585450841,-0.928205451,1.319180879,-0.221063382
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,776,11,Pontevedra_North_Chancela_11,Pontevedra_North_Chancela_11_fulva,Rudissima,Fulva,Absent,8.5,0.524,1.419698733,0.016522831,-0.011597569,-0.040654443,0,0,1,0.282618459,-0.315459094,0.705719401,0.180918502
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,777,12,Pontevedra_North_Chancela_12,Pontevedra_North_Chancela_12_fulva,Rudis,Fulva,Absent,11.2,0.593,1.854657995,0.079071487,-0.07907543,-0.038905513,0,0,1,1.35295759,-2.150887269,2.362065392,0.111110091
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,778,13,Pontevedra_North_Chancela_13,Pontevedra_North_Chancela_13_fulva,Rudis,Fulva,Absent,9,0.366,1.539237474,-0.019230208,-0.044769939,0.029525369,0,0,1,-0.329191277,-1.217762481,1.01245014,-0.21803731
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,779,14,Pontevedra_North_Chancela_14,Pontevedra_North_Chancela_14_fulva,Rudis,Fulva,Absent,8.7,0.417,1.460869242,-0.01986484,-0.022256265,-0.009293077,0,0,1,-0.340051166,-0.60538042,0.828411696,-0.063801988
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,780,15,Pontevedra_North_Chancela_15,Pontevedra_North_Chancela_15_fulva,Rudis,Fulva,Present,10.6,0.446,1.717847063,0.03440014,0.010285046,0.003314784,0,0,1,0.588536837,0.279757878,1.993988505,-0.135140119
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,781,16,Pontevedra_North_Chancela_16,Pontevedra_North_Chancela_16_fulva,Rudis,Fulva,Present,9.6,0.443,1.62782324,0.012151483,-0.016910886,0.005004641,0,0,1,0.207815495,-0.459983707,1.380527027,-0.072375587
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,782,17,Pontevedra_North_Chancela_17,Pontevedra_North_Chancela_17_fulva,Rudis,Fulva,Absent,8.5,0.431,1.503764743,-0.00300138,-0.03222119,0.086306194,0,0,1,-0.051481878,-0.876430863,0.705719401,-0.014465092
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,783,18,Pontevedra_North_Chancela_18,Pontevedra_North_Chancela_18_fulva,Rudissima,Fulva,Present,7.8,0.323,1.239403273,-0.084007595,-0.080398678,-0.005199795,0,0,1,-1.437668686,-2.18688021,0.276296366,-0.242630991
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,784,19,Pontevedra_North_Chancela_19,Pontevedra_North_Chancela_19_fulva,Rudis,Fulva,Absent,8.6,0.363,1.399013906,0.040852287,0.006816666,-0.015632304,0,0,1,0.69894665,0.185416382,0.767065549,-0.19437529
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,785,20,Pontevedra_North_Chancela_20,Pontevedra_North_Chancela_20_fulva,Rudis,Fulva,Absent,8.3,0.359,1.382660415,0.019405868,-0.045273353,-0.004455788,0,0,1,0.331953289,-1.231455568,0.583027105,-0.180547276
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,786,21,Pontevedra_North_Chancela_21,Pontevedra_North_Chancela_21_fulva,Rudissima,Fulva,Absent,8.2,0.333,1.373477025,-0.035952375,0.009531114,0.045437254,0,0,1,-0.615342744,0.259250588,0.521680957,-0.247223863
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,787,22,Pontevedra_North_Chancela_22,Pontevedra_North_Chancela_22_fulva,Rudissima,Fulva,Absent,7.4,0.353,1.270219994,-0.011028742,-0.039385567,0.022991005,0,0,1,-0.188846935,-1.07130514,0.030911775,-0.11688491
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,788,23,Pontevedra_North_Chancela_23,Pontevedra_North_Chancela_23_fulva,Rudis,Fulva,Absent,9.5,0.389,1.609302147,0.071701142,0.004294795,0.003269313,0,0,1,1.226835477,0.116820356,1.319180879,-0.195020244
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,789,24,Pontevedra_North_Chancela_24,Pontevedra_North_Chancela_24_fulva,Rudis,Fulva,Present,9,0.312,1.535632192,0.049612658,0.010801075,-0.00287187,0,0,1,0.848855033,0.293794099,1.01245014,-0.377667455
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,790,25,Pontevedra_North_Chancela_25,Pontevedra_North_Chancela_25_fulva,Rudis,Fulva,Absent,7.6,0.318,1.301978421,-0.010739076,-0.02020107,0.034454805,0,0,1,-0.18389014,-0.549478192,0.153604071,-0.240009748
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,791,26,Pontevedra_North_Chancela_26,Pontevedra_North_Chancela_26_fulva,Rudis,Fulva,Absent,8.8,0.48,1.444603871,0.030217068,0.037032867,-0.003431592,0,0,1,0.516955672,1.007310642,0.889757844,0.068880497
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,792,27,Pontevedra_North_Chancela_27,Pontevedra_North_Chancela_27_fulva,Rudissima,Fulva,Absent,7.7,0.35,1.254159553,-0.050724749,0.002045105,0.02633372,0,0,1,-0.86812915,0.055627776,0.214950218,-0.153298233
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,793,28,Pontevedra_North_Chancela_28,Pontevedra_North_Chancela_28_fulva,Rudissima,Fulva,Absent,7.1,0.374,1.1621944,-0.082333442,-0.048687001,-0.007833215,0,0,1,-1.409020405,-1.32430833,-0.153126669,-0.030064837
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,794,29,Pontevedra_North_Chancela_29,Pontevedra_North_Chancela_29_fulva,Rudissima,Fulva,Absent,8.8,0.454,1.506641,0.027868367,-0.069103291,0.01641702,0,0,1,0.476764455,-1.879640602,0.889757844,0.013191591
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,795,30,Pontevedra_North_Chancela_30,Pontevedra_North_Chancela_30_fulva,Rudissima,Fulva,Absent,6.6,0.315,1.127337231,0.005675862,-0.061484652,-0.018651502,0,0,1,0.097003993,-1.672410194,-0.459857408,-0.150519798
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,796,31,Pontevedra_North_Chancela_31,Pontevedra_North_Chancela_31_fusca,Rudis,Fusca,Absent,9.1,0.427,1.525699816,0.024353601,-0.028052225,0.006532133,0,0,0,0.416619412,-0.76303314,1.073796288,-0.071638251
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,797,32,Pontevedra_North_Chancela_32,Pontevedra_North_Chancela_32_fusca,Rudis,Fusca,Absent,9.7,0.492,1.568513602,-0.011068994,0.00060265,-0.02161968,0,0,0,-0.189535731,0.016392351,1.441873175,0.025263713
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,798,33,Pontevedra_North_Chancela_33,Pontevedra_North_Chancela_33_fusca,Rudis,Fusca,Absent,8.8,0.35,1.542426101,0.11273674,-0.005963255,0.004277468,0,0,0,1.929040914,-0.162203219,0.889757844,-0.246972452
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,799,34,Pontevedra_North_Chancela_34,Pontevedra_North_Chancela_34_fusca,Rudis,Fusca,Absent,8.7,0.376,1.492560975,0.034789731,-0.00215248,0.011417626,0,0,0,0.595203558,-0.058548424,0.828411696,-0.167299067
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,800,35,Pontevedra_North_Chancela_35,Pontevedra_North_Chancela_35_fusca,Rudis,Fusca,Absent,7.2,0.241,1.213065541,0.034796827,0.021832942,-0.007019343,0,0,0,0.595324986,0.593865844,-0.091780521,-0.479335253
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,801,36,Pontevedra_North_Chancela_36,Pontevedra_North_Chancela_36_fusca,Rudissima,Fusca,Absent,8.3,0.365,1.336915182,-0.085561445,-0.013786193,-0.016926049,0,0,0,-1.464258329,-0.374990651,0.583027105,-0.163972311
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,802,37,Pontevedra_North_Chancela_37,Pontevedra_North_Chancela_37_fusca,Rudis,Fusca,Absent,9.7,0.447,1.7032709,-0.014471389,0.008463466,0.029543269,0,0,0,-0.24775787,0.230210083,1.441873175,-0.070656409
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,803,38,Pontevedra_North_Chancela_38,Pontevedra_North_Chancela_38_fusca,Rudis,Fusca,Absent,9.6,0.244,1.544834789,0.087921016,0.000242722,-0.058872653,0,0,0,1.504391654,0.006602148,1.380527027,-0.668777132
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,804,39,Pontevedra_North_Chancela_39,Pontevedra_North_Chancela_39_fusca,Rudissima,Fusca,Absent,8.4,0.388,1.363918507,0.024669434,0.006704521,-0.024924533,0,0,0,0.42202398,0.182365987,0.644373253,-0.111265798
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,805,40,Pontevedra_North_Chancela_40,Pontevedra_North_Chancela_40_fusca,Rudis,Fusca,Absent,8.4,0.342,1.464169507,0.021890376,-0.022621237,0.017770431,0,0,0,0.374468449,-0.615307823,0.644373253,-0.2374604
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,806,41,Pontevedra_North_Chancela_41,Pontevedra_North_Chancela_41_lutea,Rudis,Lutea,Absent,8.9,0.297,1.581909941,0.118739064,0.00584908,0.046409413,0,0,0,2.031753308,0.159097607,0.951103992,-0.419100271
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,807,42,Pontevedra_North_Chancela_42,Pontevedra_North_Chancela_42_lutea,Rudissima,Lutea,Present,7.5,0.462,1.280507073,0.053529756,-0.047226572,-0.01458868,0,0,0,0.915884823,-1.284584004,0.092257923,0.14279548
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,808,43,Pontevedra_North_Chancela_43,Pontevedra_North_Chancela_43_lutea,Rudis,Lutea,Absent,9,0.576,1.545593503,0.013435502,-0.015867752,0.031592511,0,0,0,0.229787763,-0.431609993,1.01245014,0.235437018
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,809,44,Pontevedra_North_Chancela_44,Pontevedra_North_Chancela_44_lutea,Rudis,Lutea,Absent,7.8,0.258,1.264168195,0.053215525,-0.016162609,-0.035954169,0,0,0,0.910507669,-0.439630236,0.276296366,-0.467323729
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,810,45,Pontevedra_North_Chancela_45,Pontevedra_North_Chancela_45_lutea,Rudissima,Lutea,Absent,9.1,0.373,1.553813807,0.135858017,0.001170023,-0.046877794,0,0,0,2.324694619,0.031825152,1.073796288,-0.206843845
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,811,46,Pontevedra_North_Chancela_46,Pontevedra_North_Chancela_46_lutea,Rudis,Lutea,Absent,10.3,0.629,1.689479917,0.048712495,0.05945163,-0.028099441,0,0,0,0.833451349,1.617111081,1.809950062,0.228812744
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,812,47,Pontevedra_North_Chancela_47,Pontevedra_North_Chancela_47_lutea,Rudis,Lutea,Absent,10.3,0.482,1.732800664,-0.013167838,0.004000926,0.000494288,0,0,0,-0.225451369,0.108826987,1.809950062,-0.037374399
Pontevedra,North,PontevedraNorth,2,15,Chancela,42.422431,-8.717217,10629,0.2,AlkalineGranitoids,1.25,0,5,0,1,2,0,0,1,0,5,1,3,0,-2.607364848,2.531587723,WaveIntermediate,33,20,813,48,Pontevedra_North_Chancela_48,Pontevedra_North_Chancela_48_lutea,Rudis,Lutea,Absent,7.7,0.426,1.232342733,-0.023537758,-0.035004864,-0.041337871,0,0,0,-0.402902522,-0.952148048,0.214950218,0.043207959
